Nodes;Addjested Nodes
392987176;{2313907599,392987175,2313907593,}
392987177;{2401366789,2401366795,2401366798,}
392987179;{2401366787,2401366789,2401366752,}
392987180;{2401366778,2401366787,609673511,}
392987182;{2401366778,609673507,2401366761,}
392987188;{1749894162,1749894161,}
392987191;{1749894199,}
392987197;{2401366737,2401366761,}
392987200;{2317888594,2401366702,}
392987204;{392987205,392987209,392987817,}
392987205;{392987204,392987208,392987969,}
392987208;{392987209,392980524,392987205,}
392987209;{392987208,392989999,392987204,}
392987214;{392987216,392987126,4268767074,4268767080,}
392987216;{392987222,392987214,}
392987222;{392989999,392987216,}
392987226;{2930480016,1741631700,1230236513,}
392987228;{3130902700,1741631918,3130902698,}
392987236;{2930480055,3160668216,1334579436,}
392987242;{4842666236,4337621782,4337621787,}
392987243;{392987776,1830377321,2710460396,5232537197,}
392987246;{2412830766,2459073183,3862262313,2476358352,}
392987247;{4304060493,3862262309,3862262307,2458035171,}
392987252;{392987275,392987279,392987255,}
392987255;{1334579389,392987252,442801976,392987256,}
392987256;{392987255,4235135492,}
392987259;{4230706538,442407545,}
392987261;{442407544,2960682549,2450648403,}
392987264;{3130902653,1334579403,2414333210,2450648407,}
392987265;{4230706512,4235137800,1334579375,4230812491,}
392987266;{4230812491,392987267,}
392987267;{392987278,2141086085,392987266,}
392987274;{392987168,544131419,}
392987275;{392987252,4732141107,4652891209,}
392987276;{4652891209,392987168,1307784760,}
392987278;{392987279,392987267,4652891209,}
392987279;{392987252,392987278,}
392987280;{2141086085,2141086090,}
392987283;{392987291,2412916714,}
392987285;{392987288,392987996,}
392987287;{392987166,392987288,}
392987288;{392987287,392987285,}
392987289;{392987292,441031823,}
392987291;{392987293,392987292,392987949,392987283,}
392987292;{392987291,392987289,}
392987293;{1194540959,392987291,}
392987296;{441031823,2142351053,2142351073,}
392987297;{3271052334,2412916717,}
392987299;{441230187,2414350139,2441231839,}
392987300;{392987301,2142351073,2416489183,}
392987301;{441031823,392987300,2412916719,2430143757,}
392987303;{432175598,392987313,}
392987306;{1726291853,1726291852,1726291836,}
392987309;{392987121,392987310,}
392987310;{392987309,432175577,}
392987313;{392987303,2414328678,}
392987316;{1830377176,1295341874,2414339378,}
392987317;{2476358363,3488808231,}
392987318;{4304142391,1346688331,392987334,3165130638,}
392987325;{392981618,1830377038,}
392987326;{1830377123,1741631625,1830377131,392987476,}
392987329;{392987486,1346688312,4842666237,}
392987334;{2414331647,392987318,2422483348,}
392987338;{1381300551,}
392987340;{1346817661,1900216239,}
392987342;{392987353,1381300524,}
392987351;{392987352,392987353,}
392987352;{1246607553,392987351,}
392987353;{392987351,1900216239,392987342,}
392987359;{392987360,392987362,}
392987360;{392987359,}
392987361;{392987362,419403810,}
392987362;{392987359,392987361,}
392987364;{419403810,1246607553,}
392987372;{2241570737,1437330057,}
392987373;{1437330057,1437329828,}
392987374;{2241570704,392987375,}
392987375;{392987374,1437329843,}
392987378;{1437329828,}
392987388;{392987389,392977313,}
392987389;{2241570711,392987388,}
392987461;{392981879,3160668217,392987470,}
392987468;{5442891713,1694910647,1694910622,}
392987470;{392987461,5442891713,}
392987472;{1694910637,1694910647,}
392987475;{392987549,392987476,}
392987476;{392987475,3546129309,2458035180,392987326,}
392987477;{392987551,1830377045,1830377071,}
392987481;{4842666231,4337621773,}
392987482;{4791575503,1193952218,392981598,4337621782,}
392987486;{1346688289,4842666234,392987329,}
392987497;{2401366233,443211142,2401366655,}
392987508;{1528659644,2908428122,392981050,}
392987509;{1559017078,392987864,}
392987513;{2908428124,392981693,1711812065,}
392987515;{1437329966,1893271245,}
392987516;{1256703256,1437329860,1437329937,}
392987517;{1437329937,1893271239,}
392987521;{392984688,392984690,}
392987543;{392987544,392987555,}
392987544;{392987543,1469154430,392981618,}
392987549;{4791575512,392987475,}
392987550;{392987551,4791575512,}
392987551;{392987550,392987477,2441245495,}
392987553;{392987554,392987142,}
392987554;{392987555,392987553,}
392987555;{392987543,392987554,}
392987571;{392987573,392986536,392987593,}
392987572;{392987573,}
392987573;{392987571,392987572,}
392987574;{4344891061,392986589,392986591,}
392987575;{4344891061,}
392987577;{3435359414,392987676,3435359428,3435359403,}
392987578;{2416504163,2416505754,392986573,}
392987579;{3435359428,2536076170,}
392987580;{3435359478,3307392019,}
392987581;{3435359442,3435359451,3435359446,}
392987583;{2416505757,2416505754,}
392987584;{392987593,392987591,1252640702,}
392987587;{392987590,392987591,392986588,}
392987590;{392987587,}
392987591;{392987592,392987584,392987587,}
392987592;{392987591,}
392987593;{392987595,392987571,392987584,}
392987595;{392987593,}
392987596;{1783547005,1690043226,2451704330,}
392987597;{1835182373,1783547005,1745321833,}
392987606;{432188450,432188442,}
392987608;{392987610,392986576,2605839815,3435359484,}
392987609;{392987612,392987610,}
392987610;{392987609,392987608,}
392987611;{392987613,392987612,}
392987612;{392987611,392987609,}
392987613;{392987611,}
392987614;{392987615,}
392987615;{392987614,392986487,392986493,}
392987617;{4034450722,4268768614,}
392987618;{1835182376,}
392987619;{4034450719,1690043227,}
392987622;{3472586529,3227859756,}
392987623;{3227861573,3227859752,3227859750,}
392987624;{2976120025,}
392987628;{432188450,392987631,}
392987630;{3227861579,392987633,}
392987631;{3227861579,392987628,}
392987632;{392987633,392987635,3227861585,}
392987633;{392987630,392987632,}
392987634;{392987635,432188442,}
392987635;{392987632,392987634,}
392987638;{1197158784,392987639,}
392987639;{392987638,5253528301,}
392987640;{5253528301,1792154870,1197158778,}
392987641;{1792154870,392987642,}
392987642;{392987641,1792154916,}
392987643;{2395912629,392980693,5411659671,}
392987644;{392987645,2395912629,}
392987645;{432188374,392987644,}
392987646;{392987647,432188374,}
392987647;{392987670,392987646,}
392987650;{2142350966,2536076308,}
392987651;{1252640645,2142350966,392987897,}
392987652;{432188289,1252640645,}
392987653;{432188289,2395938412,392987898,}
392987657;{392987905,2395938396,3242170696,}
392987663;{2395938418,2395938395,2395938392,}
392987664;{3227861582,3227861572,1846608090,}
392987666;{1792154980,2938709593,1792155000,}
392987667;{3227859757,392987669,}
392987668;{3227861576,3227861597,3227861611,}
392987669;{392987667,3227861570,}
392987670;{1792154918,392987647,2938709589,}
392987671;{432188336,392987902,}
392987673;{2416504149,2142297786,}
392987674;{2967493323,2430811167,}
392987676;{392987577,2416504149,}
392987677;{1824125967,392987691,3227796347,}
392987679;{3955834065,392987688,}
392987684;{2896847121,3955834061,}
392987686;{2896847117,5439294925,}
392987687;{5439294924,392987697,}
392987688;{392987679,2896847125,3955834066,}
392987689;{2896847123,392987690,}
392987690;{392987689,3955834064,}
392987691;{392987677,3955834064,3955834062,}
392987693;{2916307152,1744450257,2326775744,}
392987697;{392987687,2896847126,3955834063,}
392987700;{2024346553,2441238623,4034450716,2452436698,392986421,}
392987702;{4034450765,1744450461,2894799624,2894799627,}
392987713;{2412907447,2709077826,1673140794,}
392987719;{392987720,5004961286,}
392987720;{392987721,392987719,}
392987721;{392987847,392987720,}
392987727;{3130903079,1296575292,392987729,1296575271,}
392987729;{1296575290,392987727,}
392987730;{5439294926,2896847119,610957656,}
392987735;{1831896415,}
392987740;{1295341720,1295341857,}
392987746;{3130903058,442405644,1829688609,3862278477,}
392987756;{5303668477,3014934772,2896847116,}
392987758;{3141315678,392986526,2107960446,2107960431,}
392987760;{4237021477,392986296,}
392987761;{4269567247,1248462691,}
392987762;{392987767,1248462691,4269567250,}
392987764;{3141315678,4269567247,}
392987765;{392987768,392986301,}
392987767;{392987762,392987768,}
392987768;{392987767,392987765,}
392987770;{1744596900,392986435,}
392987772;{392987773,1741632067,}
392987773;{392987774,392987772,}
392987774;{392987773,1741632147,2710460396,}
392987776;{392987777,392987243,}
392987777;{392987778,392987776,1741631993,}
392987778;{1741632067,392987777,}
392987781;{1741632106,1741632143,}
392987786;{442400904,442400621,}
392987787;{3163380687,2416489182,2422477481,442400904,}
392987788;{392987791,2881628868,}
392987789;{2881628868,392986521,2655422707,}
392987791;{392986474,392987788,}
392987793;{442400621,392987997,2107929066,392986474,}
392987794;{442922084,392987805,392987995,}
392987800;{392987801,392987977,}
392987801;{392987802,392987800,}
392987802;{2407164022,392987801,}
392987804;{392987960,1749894044,}
392987805;{392987977,392987794,392987806,}
392987806;{392987999,392987978,392987805,}
392987808;{442922097,392987967,}
392987811;{392987812,442922084,}
392987812;{392987996,392987997,392987811,}
392987813;{392987962,}
392987817;{392987965,392987948,392987204,2340364481,}
392987821;{392987822,1760872198,1760861303,}
392987822;{392987823,392987821,}
392987823;{392987997,392987822,}
392987838;{2401366791,2401366766,}
392987839;{1773521559,1694910656,2099931555,1694910669,}
392987841;{3135041867,3227796274,3135041866,1694910653,}
392987845;{4732186238,392981390,3135017811,5107258483,}
392987846;{1750028488,1750028493,}
392987847;{392987721,1683114431,}
392987852;{2938709804,2317888614,2401366796,3135041831,2317888612,}
392987854;{3227796288,3227796291,1683114431,2908428133,}
392987863;{3227796271,3227796277,3227796276,3227796274,}
392987864;{1740301724,392987509,}
392987866;{1740301792,3227796271,3469286829,}
392987867;{1740301882,3469286829,}
392987869;{1740301882,392987870,}
392987870;{392987869,392987871,1740301982,}
392987871;{392987870,3227796288,}
392987872;{1740301688,1740301756,}
392987873;{1683114385,4340701797,1740301686,}
392987875;{1740301742,1290810437,}
392987876;{392987878,1740301742,}
392987878;{1683114405,392987876,1740301879,}
392987886;{1740301756,544211610,}
392987887;{3149649384,1295341765,}
392987892;{2459067437,4304550639,}
392987893;{442407544,2459067437,}
392987895;{392987896,432188336,}
392987896;{392987895,2395938409,2395938408,}
392987897;{392987898,392987651,2504035967,}
392987898;{392987897,392987653,2395938411,}
392987902;{392987905,392987671,2142297774,}
392987905;{392987902,2395938408,392987657,}
392987913;{392987916,392987914,}
392987914;{392987913,2395938415,}
392987916;{2452855841,392987913,}
392987922;{2881628854,2655422716,4268767799,}
392987923;{392987924,392989969,392989971,}
392987924;{392987943,392987923,}
392987933;{2655422691,410266981,}
392987936;{392989973,392987944,}
392987940;{610776997,392987941,}
392987941;{392987951,392987940,392987942,}
392987942;{392987941,392987943,}
392987943;{392987942,392987924,}
392987944;{392987936,1201816548,}
392987945;{610776997,410270958,392986509,392989992,}
392987947;{392987952,}
392987948;{392987949,392987817,2142351053,}
392987949;{392987948,392987291,2450643341,4268767080,}
392987951;{392987952,392987941,}
392987952;{392987947,392987951,410266981,}
392987960;{1750028400,392987969,392987804,2407164022,}
392987962;{1750028395,392987978,392987813,}
392987965;{392987969,392987817,}
392987967;{392987981,392987808,3163380682,}
392987969;{392987960,392987965,392987205,2407164028,}
392987970;{2407164028,3163380682,}
392987973;{2416489182,2142350992,2504011475,}
392987977;{392987978,442922097,392987800,392987805,}
392987978;{1749894114,392987977,392987806,392987962,}
392987979;{442400621,392987984,392986474,2881628866,}
392987980;{392987981,392987983,}
392987981;{392987967,3163380687,392987980,}
392987982;{2451901017,442400904,}
392987983;{392987980,2451901017,}
392987984;{2881628864,392987979,2504011475,3802611381,}
392987985;{442400904,3802611381,}
392987993;{2430159103,392987994,}
392987994;{392987993,392987995,}
392987995;{392987994,392987996,392987794,}
392987996;{392987995,392987812,392987285,}
392987997;{392987793,392987812,392987823,392986475,}
392987998;{1749894250,1749894244,2430159103,}
392987999;{1749894250,392987806,}
392988772;{1256703256,2241570711,}
392989133;{1728629157,392989134,}
392989134;{392989133,392989135,}
392989135;{392989134,392989136,}
392989136;{392989135,}
392989137;{392989367,1728629157,}
392989157;{1732134952,}
392989159;{1732134952,410402591,}
392989169;{1705734148,392989204,1728629356,}
392989172;{1728629236,1728629274,1728629226,}
392989173;{1728629226,428080067,}
392989204;{5047985855,392989209,392989169,}
392989205;{1728629366,392986957,}
392989207;{1732135307,392989209,}
392989208;{1732135295,1732135307,}
392989209;{392989207,392989204,}
392989223;{5047985855,392989238,}
392989225;{1758505538,392989226,}
392989226;{392989225,1732135295,}
392989227;{1758505429,1758505480,}
392989228;{1758505480,1758505538,}
392989229;{1758505429,}
392989238;{392989223,1705556904,}
392989239;{1705556904,392989241,}
392989241;{392989239,392989242,}
392989242;{392989241,1705556914,}
392989244;{1705556914,392986381,}
392989267;{392986395,}
392989367;{1732135262,392989137,}
392989870;{1720973516,2654219300,}
392989871;{392990066,1746665133,392978261,}
392989872;{392989873,1300929959,}
392989873;{392989872,1300930010,1746665122,}
392989877;{1781833882,1781833874,}
392989878;{1781833878,1781833886,}
